utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock_i;;;;;;;;;;;;;;;;;;;
0.9;404819.0;404819.0;0;1;1;113400000;20,20000,20000,1,85,103.0,103.0,0,0.0009,0.0011099999999999999;19,35000,35000,2,62,183.0,183.0,0,0.0005142857142857143,0.0006342857142857143;18,39375,39375,3,400,705.0,601.0,0,0.00045714285714285713,0.0005638095238095238;17,47250,47250,4,341,8580.0,960.0,0,0.00038095238095238096,0.0004698412698412698;16,50000,50000,5,40,11330.0,1018.0,0,0.00036,0.000444;15,50400,50400,6,270,11730.0,1306.0,0,0.00035714285714285714,0.00044047619047619046;14,54000,54000,7,281,15330.0,1605.0,0,0.0003333333333333333,0.0004111111111111111;13,60480,60480,8,6296,21810.0,7919.0,0,0.00029761904761904765,0.00036706349206349205;12,64800,64800,9,2878,26130.0,10815.0,0,0.0002777777777777778,0.0003425925925925926;11,70000,70000,10,2931,31330.0,13764.0,0,0.00025714285714285715,0.00031714285714285715;10,70875,70875,11,3134,32205.0,16916.0,0,0.00025396825396825396,0.00031322751322751324;9,75000,75000,12,4761,36330.0,21798.0,0,0.00024,0.000296;8,81000,81000,13,6450,42330.0,28266.0,0,0.00022222222222222223,0.00027407407407407404;7,100000,100000,14,495,61330.0,28779.0,0,0.00018,0.000222;6,118125,118125,15,297,79455.0,29094.0,0,0.00015238095238095237,0.00018793650793650794;5,135000,135000,16,10460,96330.0,40173.0,0,0.00013333333333333334,0.00016444444444444444;4,140000,140000,17,16651,101330.0,57846.0,0,0.00012857142857142858,0.00015857142857142857;3,141750,141750,18,28739,103080.0,115565.0,0,0.00012698412698412698,0.00015661375661375662;2,189000,189000,19,4815,120406.0,127548.0,0,9.523809523809524e-05,0.00011746031746031745;1,945000,945000,20,40217,404819.0,404819.0,0,1.9047619047619046e-05,2.3492063492063493e-05
0.9;298256.0;298256.0;0;1;1;113400000;20,10000,10000,1,108,126.0,126.0,0,0.0018,0.0022199999999999998;19,20000,20000,2,1084,1228.0,1228.0,0,0.0009,0.0011099999999999999;18,35000,35000,3,1076,2322.0,2322.0,0,0.0005142857142857143,0.0006342857142857143;17,37800,37800,4,1368,3708.0,3708.0,0,0.0004761904761904762,0.0005873015873015873;16,39375,39375,5,622,4348.0,4348.0,0,0.00045714285714285713,0.0005638095238095238;15,50000,50000,6,859,11195.0,5225.0,0,0.00036,0.000444;14,50400,50400,7,6226,11595.0,11595.0,0,0.00035714285714285714,0.00044047619047619046;13,67500,67500,8,5794,18764.0,17407.0,0,0.0002666666666666667,0.00032888888888888887;12,78750,78750,9,10766,30014.0,29419.0,0,0.00022857142857142857,0.0002819047619047619;11,84000,84000,10,4284,35264.0,33847.0,0,0.00021428571428571427,0.0002642857142857143;10,87500,87500,11,20,38764.0,33885.0,0,0.00020571428571428572,0.0002537142857142857;9,90720,90720,12,540,41984.0,34443.0,0,0.0001984126984126984,0.0002447089947089947;8,94500,94500,13,258,45764.0,34719.0,0,0.00019047619047619048,0.0002349206349206349;7,131250,131250,14,2226,82514.0,41311.0,0,0.00013714285714285713,0.00016914285714285713;6,150000,150000,15,1366,101264.0,42695.0,0,0.00012,0.000148;5,157500,157500,16,4706,108764.0,47419.0,0,0.00011428571428571428,0.00014095238095238096;4,168000,168000,17,26259,119264.0,121364.0,0,0.00010714285714285714,0.00013214285714285715;3,189000,189000,18,14484,135992.0,146370.0,0,9.523809523809524e-05,0.00011746031746031745;2,450000,450000,19,2933,149321.0,149321.0,0,4e-05,4.933333333333333e-05;1,700000,700000,20,12799,298256.0,298256.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;471462.0;471462.0;0;1;1;113400000;20,10000,10000,1,38,56.0,56.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,707,781.0,781.0,0,0.001142857142857143,0.0014095238095238095;18,22500,22500,3,18,817.0,817.0,0,0.0008,0.0009866666666666667;17,33750,33750,4,603,1438.0,1438.0,0,0.0005333333333333334,0.0006577777777777777;16,54000,54000,5,784,2240.0,2240.0,0,0.0003333333333333333,0.0004111111111111111;15,65625,65625,6,3084,5876.0,5342.0,0,0.00027428571428571427,0.00033828571428571425;14,90000,90000,7,4031,30251.0,9391.0,0,0.0002,0.0002466666666666667;13,90720,90720,8,3907,30971.0,13372.0,0,0.0001984126984126984,0.0002447089947089947;12,100800,100800,9,1318,41051.0,14708.0,0,0.00017857142857142857,0.00022023809523809523;11,105000,105000,10,1908,45251.0,17359.0,0,0.00017142857142857143,0.00021142857142857142;10,112500,112500,11,5279,52751.0,22748.0,0,0.00016,0.00019733333333333332;9,120000,120000,12,2398,60251.0,25164.0,0,0.00015,0.000185;8,140000,140000,13,2747,80251.0,27929.0,0,0.00012857142857142858,0.00015857142857142857;7,141750,141750,14,2918,82001.0,30921.0,0,0.00012698412698412698,0.00015661375661375662;6,157500,157500,15,40602,97751.0,79883.0,0,0.00011428571428571428,0.00014095238095238096;5,168000,168000,16,25121,108251.0,127921.0,0,0.00010714285714285714,0.00013214285714285715;4,181440,181440,17,5452,121691.0,137206.0,0,9.92063492063492e-05,0.00012235449735449735;3,196875,196875,18,4604,127038.0,148310.0,0,9.142857142857143e-05,0.00011276190476190476;2,630000,630000,19,9652,269103.0,269103.0,0,2.857142857142857e-05,3.523809523809524e-05;1,840000,840000,20,45192,471462.0,471462.0,0,2.1428571428571428e-05,2.6428571428571428e-05
0.9;462910.0;462910.0;0;1;1;113400000;20,15750,15750,1,2406,2424.0,2424.0,0,0.001142857142857143,0.0014095238095238095;19,26250,26250,2,165,2607.0,2607.0,0,0.0006857142857142857,0.0008457142857142857;18,28350,28350,3,67,2692.0,2692.0,0,0.0006349206349206349,0.000783068783068783;17,54000,54000,4,609,7743.0,3319.0,0,0.0003333333333333333,0.0004111111111111111;16,56250,56250,5,6656,9993.0,9993.0,0,0.00032,0.00039466666666666665;15,60000,60000,6,1187,11198.0,11198.0,0,0.0003,0.00037;14,65625,65625,7,1194,12794.0,12410.0,0,0.00027428571428571427,0.00033828571428571425;13,70875,70875,8,2670,18044.0,15098.0,0,0.00025396825396825396,0.00031322751322751324;12,90000,90000,9,1918,37169.0,19458.0,0,0.0002,0.0002466666666666667;11,90720,90720,10,372,37889.0,19848.0,0,0.0001984126984126984,0.0002447089947089947;10,94500,94500,11,6383,41669.0,26249.0,0,0.00019047619047619048,0.0002349206349206349;9,100000,100000,12,6255,47169.0,35214.0,0,0.00018,0.000222;8,105000,105000,13,1352,52169.0,36584.0,0,0.00017142857142857143,0.00021142857142857142;7,120000,120000,14,11734,67169.0,50760.0,0,0.00015,0.000185;6,129600,129600,15,14793,76769.0,83276.0,0,0.0001388888888888889,0.0001712962962962963;5,140000,140000,16,278,81822.0,83572.0,0,0.00012857142857142858,0.00015857142857142857;4,168000,168000,17,5510,90888.0,89185.0,0,0.00010714285714285714,0.00013214285714285715;3,189000,189000,18,5063,111888.0,163367.0,0,9.523809523809524e-05,0.00011746031746031745;2,708750,708750,19,22657,415660.0,310727.0,0,2.5396825396825397e-05,3.1322751322751324e-05;1,756000,756000,20,35458,462910.0,462910.0,0,2.380952380952381e-05,2.9365079365079363e-05
0.9;371956.0;371956.0;0;1;0;113400000;20,15750,15750,1,1466,1484.0,1484.0,0,0.001142857142857143,0.0014095238095238095;19,25200,25200,2,255,1757.0,1757.0,0,0.0007142857142857143,0.0008809523809523809;18,33750,33750,3,262,2037.0,2037.0,0,0.0005333333333333334,0.0006577777777777777;17,40000,40000,4,2191,5452.0,4246.0,0,0.00045,0.0005549999999999999;16,42000,42000,5,3188,7452.0,7452.0,0,0.00042857142857142855,0.0005285714285714286;15,45000,45000,6,1957,9427.0,9427.0,0,0.0004,0.0004933333333333334;14,56700,56700,7,3186,12631.0,12631.0,0,0.00031746031746031746,0.0003915343915343915;13,65625,65625,8,1296,13945.0,13945.0,0,0.00027428571428571427,0.00033828571428571425;12,81000,81000,9,2840,19835.0,18287.0,0,0.00022222222222222223,0.00027407407407407404;11,94500,94500,10,8109,33335.0,26687.0,0,0.00019047619047619048,0.0002349206349206349;10,113400,113400,11,3762,52235.0,30467.0,0,0.00015873015873015873,0.00019576719576719576;9,131250,131250,12,6749,70085.0,38998.0,0,0.00013714285714285713,0.00016914285714285713;8,135000,135000,13,9552,73835.0,60919.0,0,0.00013333333333333334,0.00016444444444444444;7,141750,141750,14,8886,80585.0,72901.0,0,0.00012698412698412698,0.00015661375661375662;6,157500,157500,15,12785,96335.0,107873.0,0,0.00011428571428571428,0.00014095238095238096;5,168750,168750,16,3081,105630.0,112456.0,0,0.00010666666666666667,0.00013155555555555555;4,175000,175000,17,223,111880.0,112697.0,0,0.00010285714285714286,0.00012685714285714286;3,196875,196875,18,9350,133755.0,218281.0,1,9.142857142857143e-05,0.00011276190476190476;2,590625,590625,19,1797,314581.0,247011.0,0,3.0476190476190475e-05,3.7587301587301584e-05;1,648000,648000,20,23215,371956.0,371956.0,0,2.777777777777778e-05,3.4259259259259255e-05
0.9;347804.0;347804.0;0;1;0;113400000;20,10000,10000,1,1079,1097.0,1097.0,0,0.0018,0.0022199999999999998;19,20000,20000,2,554,1669.0,1669.0,0,0.0009,0.0011099999999999999;18,25200,25200,3,2044,3731.0,3731.0,0,0.0007142857142857143,0.0008809523809523809;17,33750,33750,4,1177,4926.0,4926.0,0,0.0005333333333333334,0.0006577777777777777;16,37800,37800,5,1450,6394.0,6394.0,0,0.0004761904761904762,0.0005873015873015873;15,56700,56700,6,1274,7686.0,7686.0,0,0.00031746031746031746,0.0003915343915343915;14,72000,72000,7,2619,17234.0,11420.0,0,0.00025,0.0003083333333333333;13,87500,87500,8,3512,32734.0,14950.0,0,0.00020571428571428572,0.0002537142857142857;12,90720,90720,9,6720,35954.0,23357.0,0,0.0001984126984126984,0.0002447089947089947;11,100000,100000,10,5200,45234.0,31734.0,0,0.00018,0.000222;10,100800,100800,11,2848,46034.0,35795.0,0,0.00017857142857142857,0.00022023809523809523;9,140000,140000,12,82,85234.0,35895.0,0,0.00012857142857142858,0.00015857142857142857;8,141750,141750,13,704,86984.0,36617.0,0,0.00012698412698412698,0.00015661375661375662;7,150000,150000,14,13868,95234.0,58091.0,0,0.00012,0.000148;6,157500,157500,15,2124,102734.0,61902.0,0,0.00011428571428571428,0.00014095238095238096;5,168000,168000,16,3346,113234.0,65266.0,0,0.00010714285714285714,0.00013214285714285715;4,175000,175000,17,18189,120234.0,123502.0,0,0.00010285714285714286,0.00012685714285714286;3,181440,181440,18,1420,126674.0,124940.0,0,9.92063492063492e-05,0.00012235449735449735;2,196875,196875,19,15853,142109.0,242970.0,1,9.142857142857143e-05,0.00011276190476190476;1,840000,840000,20,15091,347804.0,347804.0,0,2.1428571428571428e-05,2.6428571428571428e-05
0.9;327092.0;327092.0;0;1;0;113400000;20,22500,22500,1,380,398.0,398.0,0,0.0008,0.0009866666666666667;19,26250,26250,2,423,839.0,839.0,0,0.0006857142857142857,0.0008457142857142857;18,28350,28350,3,88,945.0,945.0,0,0.0006349206349206349,0.000783068783068783;17,33750,33750,4,398,1853.0,1361.0,0,0.0005333333333333334,0.0006577777777777777;16,35000,35000,5,1724,3103.0,3103.0,0,0.0005142857142857143,0.0006342857142857143;15,40000,40000,6,855,6292.0,3976.0,0,0.00045,0.0005549999999999999;14,42000,42000,7,274,8292.0,4268.0,0,0.00042857142857142855,0.0005285714285714286;13,47250,47250,8,8155,13542.0,12441.0,0,0.00038095238095238096,0.0004698412698412698;12,70000,70000,9,5625,36292.0,18084.0,0,0.00025714285714285715,0.00031714285714285715;11,75600,75600,10,6049,41892.0,24549.0,0,0.0002380952380952381,0.00029365079365079364;10,100000,100000,11,1492,66292.0,26059.0,0,0.00018,0.000222;9,101250,101250,12,1852,67542.0,28476.0,0,0.00017777777777777779,0.00021925925925925924;8,105000,105000,13,2515,71292.0,31009.0,0,0.00017142857142857143,0.00021142857142857142;7,108000,108000,14,2843,74292.0,34286.0,0,0.00016666666666666666,0.00020555555555555556;6,113400,113400,15,11920,79692.0,58249.0,0,0.00015873015873015873,0.00019576719576719576;5,126000,126000,16,14018,92292.0,88263.0,0,0.00014285714285714287,0.0001761904761904762;4,129600,129600,17,9839,95892.0,171219.0,1,0.0001388888888888889,0.0001712962962962963;3,150000,150000,18,3274,116292.0,186949.0,1,0.00012,0.000148;2,151200,151200,19,4388,117492.0,207993.0,1,0.00011904761904761905,0.00014682539682539682;1,810000,810000,20,882,327092.0,327092.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;245371.0;245371.0;0;1;0;113400000;20,25200,25200,1,197,215.0,215.0,0,0.0007142857142857143,0.0008809523809523809;19,30240,30240,2,1396,4818.0,1629.0,0,0.0005952380952380953,0.0007341269841269841;18,39375,39375,3,2978,13953.0,4625.0,0,0.00045714285714285713,0.0005638095238095238;17,45000,45000,4,538,19578.0,5181.0,0,0.0004,0.0004933333333333334;16,45360,45360,5,6615,19938.0,11814.0,0,0.0003968253968253968,0.0004894179894179894;15,50000,50000,6,1623,24578.0,13455.0,0,0.00036,0.000444;14,50400,50400,7,1764,24978.0,15237.0,0,0.00035714285714285714,0.00044047619047619046;13,52500,52500,8,9076,27078.0,24331.0,0,0.00034285714285714285,0.00042285714285714284;12,56250,56250,9,2551,30828.0,27115.0,0,0.00032,0.00039466666666666665;11,56700,56700,10,4145,31278.0,32692.0,0,0.00031746031746031746,0.0003915343915343915;10,60480,60480,11,1007,33717.0,33717.0,0,0.00029761904761904765,0.00036706349206349205;9,63000,63000,12,1888,35623.0,35623.0,0,0.00028571428571428574,0.0003523809523809524;8,78750,78750,13,538,45650.0,36179.0,0,0.00022857142857142857,0.0002819047619047619;7,84000,84000,14,2993,50900.0,39190.0,0,0.00021428571428571427,0.0002642857142857143;6,90720,90720,15,5825,57620.0,82794.0,0,0.0001984126984126984,0.0002447089947089947;5,100800,100800,16,2518,67700.0,88341.0,0,0.00017857142857142857,0.00022023809523809523;4,120000,120000,17,21,82606.0,88380.0,0,0.00015,0.000185;3,126000,126000,18,3775,88606.0,143403.0,1,0.00014285714285714287,0.0001761904761904762;2,175000,175000,19,1849,127160.0,149063.0,0,0.00010285714285714286,0.00012685714285714286;1,453600,453600,20,9546,245371.0,245371.0,0,3.968253968253968e-05,4.894179894179894e-05
0.9;347739.0;347739.0;0;1;0;113400000;20,10000,10000,1,90,108.0,108.0,0,0.0018,0.0022199999999999998;19,54000,54000,2,437,563.0,563.0,0,0.0003333333333333333,0.0004111111111111111;18,56250,56250,3,905,2208.0,1486.0,0,0.00032,0.00039466666666666665;17,60480,60480,4,1078,6438.0,2582.0,0,0.00029761904761904765,0.00036706349206349205;16,63000,63000,5,6358,8958.0,8958.0,0,0.00028571428571428574,0.0003523809523809524;15,64800,64800,6,9,10605.0,8985.0,0,0.0002777777777777778,0.0003425925925925926;14,70000,70000,7,5853,15805.0,14964.0,0,0.00025714285714285715,0.00031714285714285715;13,70875,70875,8,1698,16680.0,16680.0,0,0.00025396825396825396,0.00031322751322751324;12,84375,84375,9,5387,24336.0,22193.0,0,0.00021333333333333333,0.0002631111111111111;11,94500,94500,10,9372,34461.0,31691.0,0,0.00019047619047619048,0.0002349206349206349;10,101250,101250,11,1309,41211.0,33018.0,0,0.00017777777777777779,0.00021925925925925924;9,118125,118125,12,3376,58086.0,36412.0,0,0.00015238095238095237,0.00018793650793650794;8,120000,120000,13,13922,59961.0,50568.0,0,0.00015,0.000185;7,129600,129600,14,9990,69561.0,69561.0,0,0.0001388888888888889,0.0001712962962962963;6,157500,157500,15,751,93553.0,78025.0,0,0.00011428571428571428,0.00014095238095238096;5,180000,180000,16,9591,116053.0,93255.0,0,0.0001,0.00012333333333333334;4,196875,196875,17,387,132928.0,93660.0,0,9.142857142857143e-05,0.00011276190476190476;3,200000,200000,18,23676,136053.0,208847.0,1,9e-05,0.000111;2,450000,450000,19,3876,307504.0,307504.0,0,4e-05,4.933333333333333e-05;1,590625,590625,20,25830,347739.0,347739.0,0,3.0476190476190475e-05,3.7587301587301584e-05
0.9;462384.0;462384.0;0;1;1;113400000;20,10000,10000,1,558,576.0,576.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,2174,2768.0,2768.0,0,0.001142857142857143,0.0014095238095238095;18,18900,18900,3,276,3062.0,3062.0,0,0.0009523809523809524,0.0011746031746031746;17,33750,33750,4,874,3954.0,3954.0,0,0.0005333333333333334,0.0006577777777777777;16,45000,45000,5,6261,10809.0,10809.0,0,0.0004,0.0004933333333333334;15,50400,50400,6,454,11281.0,11281.0,0,0.00035714285714285714,0.00044047619047619046;14,52500,52500,7,376,11675.0,11675.0,0,0.00034285714285714285,0.00042285714285714284;13,65625,65625,8,708,12401.0,12401.0,0,0.00027428571428571427,0.00033828571428571425;12,70875,70875,9,2066,14485.0,14485.0,0,0.00025396825396825396,0.00031322751322751324;11,81000,81000,10,5507,23072.0,23072.0,0,0.00022222222222222223,0.00027407407407407404;10,84375,84375,11,2546,25636.0,25636.0,0,0.00021333333333333333,0.0002631111111111111;9,87500,87500,12,197,27553.0,25851.0,0,0.00020571428571428572,0.0002537142857142857;8,105000,105000,13,1907,45053.0,27776.0,0,0.00017142857142857143,0.00021142857142857142;7,108000,108000,14,1511,48053.0,29305.0,0,0.00016666666666666666,0.00020555555555555556;6,118125,118125,15,5737,58178.0,39014.0,0,0.00015238095238095237,0.00018793650793650794;5,131250,131250,16,16526,71303.0,73387.0,0,0.00013714285714285713,0.00016914285714285713;4,141750,141750,17,3591,77290.0,77290.0,0,0.00012698412698412698,0.00015661375661375662;3,168000,168000,18,829,78137.0,78137.0,0,0.00010714285714285714,0.00013214285714285715;2,590625,590625,19,31773,297009.0,223440.0,0,3.0476190476190475e-05,3.7587301587301584e-05;1,756000,756000,20,46907,462384.0,462384.0,0,2.380952380952381e-05,2.9365079365079363e-05
0.9;266330.0;266330.0;0;1;0;113400000;20,10000,10000,1,316,334.0,334.0,0,0.0018,0.0022199999999999998;19,18900,18900,2,129,481.0,481.0,0,0.0009523809523809524,0.0011746031746031746;18,22500,22500,3,251,750.0,750.0,0,0.0008,0.0009866666666666667;17,33750,33750,4,1932,2700.0,2700.0,0,0.0005333333333333334,0.0006577777777777777;16,35000,35000,5,40,3812.0,2758.0,0,0.0005142857142857143,0.0006342857142857143;15,39375,39375,6,2584,8187.0,5360.0,0,0.00045714285714285713,0.0005638095238095238;14,50400,50400,7,419,19212.0,5797.0,0,0.00035714285714285714,0.00044047619047619046;13,56250,56250,8,50,25062.0,5865.0,0,0.00032,0.00039466666666666665;12,56700,56700,9,5119,25512.0,11336.0,0,0.00031746031746031746,0.0003915343915343915;11,60000,60000,10,9770,28812.0,21605.0,0,0.0003,0.00037;10,65625,65625,11,2176,34437.0,24068.0,0,0.00027428571428571427,0.00033828571428571425;9,70000,70000,12,8691,38812.0,33111.0,0,0.00025714285714285715,0.00031714285714285715;8,72000,72000,13,5194,40812.0,43414.0,0,0.00025,0.0003083333333333333;7,75600,75600,14,983,41813.0,44415.0,0,0.0002380952380952381,0.00029365079365079364;6,90000,90000,15,4109,52142.0,48811.0,0,0.0002,0.0002466666666666667;5,101250,101250,16,7933,63392.0,103415.0,1,0.00017777777777777779,0.00021925925925925924;4,118125,118125,17,3423,80267.0,138438.0,1,0.00015238095238095237,0.00018793650793650794;3,196875,196875,18,1573,144687.0,162907.0,0,9.142857142857143e-05,0.00011276190476190476;2,200000,200000,19,5329,147812.0,168254.0,0,9e-05,0.000111;1,567000,567000,20,8905,266330.0,266330.0,0,3.1746031746031745e-05,3.9153439153439155e-05
0.9;296358.0;296358.0;0;1;1;113400000;20,18900,18900,1,501,519.0,519.0,0,0.0009523809523809524,0.0011746031746031746;19,33750,33750,2,854,1391.0,1391.0,0,0.0005333333333333334,0.0006577777777777777;18,37800,37800,3,1056,3546.0,2465.0,0,0.0004761904761904762,0.0005873015873015873;17,40000,40000,4,3263,5746.0,5746.0,0,0.00045,0.0005549999999999999;16,45000,45000,5,875,6639.0,6639.0,0,0.0004,0.0004933333333333334;15,50400,50400,6,77,8177.0,6734.0,0,0.00035714285714285714,0.00044047619047619046;14,52500,52500,7,3525,10277.0,10277.0,0,0.00034285714285714285,0.00042285714285714284;13,60000,60000,8,745,11040.0,11040.0,0,0.0003,0.00037;12,81000,81000,9,7862,28389.0,19439.0,0,0.00022222222222222223,0.00027407407407407404;11,84000,84000,10,8546,31389.0,28003.0,0,0.00021428571428571427,0.0002642857142857143;10,90720,90720,11,2957,38109.0,30978.0,0,0.0001984126984126984,0.0002447089947089947;9,100800,100800,12,5560,48189.0,37428.0,0,0.00017857142857142857,0.00022023809523809523;8,118125,118125,13,1888,65514.0,44208.0,0,0.00015238095238095237,0.00018793650793650794;7,126000,126000,14,410,73389.0,44636.0,0,0.00014285714285714287,0.0001761904761904762;6,135000,135000,15,2876,82389.0,48423.0,0,0.00013333333333333334,0.00016444444444444444;5,150000,150000,16,11439,97389.0,64800.0,0,0.00012,0.000148;4,151200,151200,17,20866,98589.0,130320.0,0,0.00011904761904761905,0.00014682539682539682;3,189000,189000,18,1717,124143.0,132055.0,0,9.523809523809524e-05,0.00011746031746031745;2,453600,453600,19,32697,293847.0,293847.0,0,3.968253968253968e-05,4.894179894179894e-05;1,756000,756000,20,2493,296358.0,296358.0,0,2.380952380952381e-05,2.9365079365079363e-05
0.9;391132.0;391132.0;0;1;1;113400000;20,18900,18900,1,1042,1060.0,1060.0,0,0.0009523809523809524,0.0011746031746031746;19,30240,30240,2,354,2906.0,1432.0,0,0.0005952380952380953,0.0007341269841269841;18,33750,33750,3,4966,6416.0,6416.0,0,0.0005333333333333334,0.0006577777777777777;17,42000,42000,4,1650,8084.0,8084.0,0,0.00042857142857142855,0.0005285714285714286;16,50400,50400,5,1867,9969.0,9969.0,0,0.00035714285714285714,0.00044047619047619046;15,52500,52500,6,1070,11057.0,11057.0,0,0.00034285714285714285,0.00042285714285714284;14,56250,56250,7,2256,13331.0,13331.0,0,0.00032,0.00039466666666666665;13,63000,63000,8,2370,15719.0,15719.0,0,0.00028571428571428574,0.0003523809523809524;12,75000,75000,9,1313,24264.0,17050.0,0,0.00024,0.000296;11,84000,84000,10,1679,33264.0,18747.0,0,0.00021428571428571427,0.0002642857142857143;10,94500,94500,11,662,43764.0,20487.0,0,0.00019047619047619048,0.0002349206349206349;9,100000,100000,12,6486,49264.0,26991.0,0,0.00018,0.000222;8,105000,105000,13,870,54264.0,27879.0,0,0.00017142857142857143,0.00021142857142857142;7,112500,112500,14,4815,61764.0,33084.0,0,0.00016,0.00019733333333333332;6,140000,140000,15,8713,89264.0,49527.0,0,0.00012857142857142858,0.00015857142857142857;5,141750,141750,16,37,91014.0,49582.0,0,0.00012698412698412698,0.00015661375661375662;4,157500,157500,17,22446,106764.0,92225.0,0,0.00011428571428571428,0.00014095238095238096;3,168000,168000,18,4914,117264.0,98897.0,0,0.00010714285714285714,0.00013214285714285715;2,168750,168750,19,8488,118014.0,154825.0,0,0.00010666666666666667,0.00013155555555555555;1,525000,525000,20,28277,391132.0,391132.0,0,3.4285714285714284e-05,4.228571428571428e-05
0.9;297749.0;297749.0;0;1;1;113400000;20,10000,10000,1,1433,1451.0,1451.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,756,2225.0,2225.0,0,0.001142857142857143,0.0014095238095238095;18,18900,18900,3,647,2890.0,2890.0,0,0.0009523809523809524,0.0011746031746031746;17,25200,25200,4,1728,5555.0,4636.0,0,0.0007142857142857143,0.0008809523809523809;16,26250,26250,5,1951,6605.0,6605.0,0,0.0006857142857142857,0.0008457142857142857;15,30240,30240,6,987,7610.0,7610.0,0,0.0005952380952380953,0.0007341269841269841;14,45360,45360,7,602,13738.0,8230.0,0,0.0003968253968253968,0.0004894179894179894;13,47250,47250,8,1176,15628.0,9424.0,0,0.00038095238095238096,0.0004698412698412698;12,50000,50000,9,6325,18378.0,17992.0,0,0.00036,0.000444;11,50400,50400,10,768,18778.0,18778.0,0,0.00035714285714285714,0.00044047619047619046;10,84000,84000,11,43,24958.0,18839.0,0,0.00021428571428571427,0.0002642857142857143;9,87500,87500,12,1353,28458.0,22326.0,0,0.00020571428571428572,0.0002537142857142857;8,100800,100800,13,10353,41758.0,41758.0,0,0.00017857142857142857,0.00022023809523809523;7,105000,105000,14,1818,43594.0,43594.0,0,0.00017142857142857143,0.00021142857142857142;6,112500,112500,15,3737,49937.0,49937.0,0,0.00016,0.00019733333333333332;5,151200,151200,16,710,69411.0,66855.0,0,0.00011904761904761905,0.00014682539682539682;4,168000,168000,17,11221,86211.0,86211.0,0,0.00010714285714285714,0.00013214285714285715;3,180000,180000,18,522,86751.0,86751.0,0,0.0001,0.00012333333333333334;2,189000,189000,19,943,89083.0,89083.0,0,9.523809523809524e-05,0.00011746031746031745;1,756000,756000,20,38203,297749.0,297749.0,0,2.380952380952381e-05,2.9365079365079363e-05
0.9;283483.0;283483.0;0;1;0;113400000;20,18900,18900,1,190,854.0,208.0,0,0.0009523809523809524,0.0011746031746031746;19,20000,20000,2,1728,1954.0,1954.0,0,0.0009,0.0011099999999999999;18,22500,22500,3,138,2110.0,2110.0,0,0.0008,0.0009866666666666667;17,37800,37800,4,78,2206.0,2206.0,0,0.0004761904761904762,0.0005873015873015873;16,42000,42000,5,3192,5416.0,5416.0,0,0.00042857142857142855,0.0005285714285714286;15,60480,60480,6,4423,22269.0,9857.0,0,0.00029761904761904765,0.00036706349206349205;14,64800,64800,7,4262,26589.0,14137.0,0,0.0002777777777777778,0.0003425925925925926;13,78750,78750,8,7047,40539.0,23312.0,0,0.00022857142857142857,0.0002819047619047619;12,84000,84000,9,10736,45789.0,34066.0,0,0.00021428571428571427,0.0002642857142857143;11,100000,100000,10,2795,61789.0,36879.0,0,0.00018,0.000222;10,100800,100800,11,11135,62589.0,53448.0,0,0.00017857142857142857,0.00022023809523809523;9,101250,101250,12,922,63039.0,54388.0,0,0.00017777777777777779,0.00021925925925925924;8,105000,105000,13,10429,66789.0,75970.0,0,0.00017142857142857143,0.00021142857142857142;7,120000,120000,14,1854,73491.0,77842.0,0,0.00015,0.000185;6,129600,129600,15,3485,83091.0,149702.0,1,0.0001388888888888889,0.0001712962962962963;5,151200,151200,16,2118,97744.0,155645.0,1,0.00011904761904761905,0.00014682539682539682;4,168750,168750,17,4279,115294.0,191864.0,1,0.00010666666666666667,0.00013155555555555555;3,200000,200000,18,1959,146544.0,235297.0,1,9e-05,0.000111;2,405000,405000,19,3064,279797.0,279797.0,0,4.4444444444444447e-05,5.481481481481481e-05;1,506250,506250,20,1922,283483.0,283483.0,0,3.555555555555555e-05,4.385185185185185e-05
